agency_name,agency_id_nces_assigned_district_latest_available_year,school_year,year,total_students_all_grades_excludes_ae_district,total_revenue_totalrev_district_finance,total_revenue_local_sources_tlocrev_district_finance,total_revenue_state_sources_tstrev_district_finance,total_revenue_federal_sources_tfedrev_district_finance,total_revenue_totalrev_per_pupil_v33_district_finance,total_revenue_local_sources_tlocrev_per_pupil_v33_district_finance,total_revenue_state_sources_tstrev_per_pupil_v33_district_finance,total_revenue_federal_sources_tfedrev_per_pupil_v33_district_finance,total_current_expenditures_instruction_tcurinst_district_finance,agency_type,urban_centric_locale,est_population_total,est_population_5_17,est_population_5_17_poverty,share_child_poverty,CEP_treat,first_treat_year,All_sites
FERN RIDGE SD 28J,4104950,2010-2011,2010,1611,16644000,5798000,8232000,2614000,10331,3599,5110,1623,7270000,Regular local school district,"Rural, fringe",11963,1918,303,0.15797705943691345,0,NA,0
FOREST GROVE SD 15,4105160,2021-2022,2021,5772,104569000,28697000,63534000,12338000,18117,4972,11007,2138,53935000,Regular local school district,"Suburb, large",40196,7344,850,0.11574074074074074,0,2014,0
FOREST GROVE SD 15,4105160,2020-2021,2020,5719,95795000,26417000,60650000,8728000,16750,4619,10605,1526,50722000,Regular local school district,"Suburb, large",39025,7104,638,0.08980855855855856,1,2014,0
FOREST GROVE SD 15,4105160,2019-2020,2019,6051,89439000,26918000,55917000,6604000,14781,4449,9241,1091,48681000,Regular local school district,"Suburb, large",38891,7124,800,0.11229646266142616,1,2014,0
FOREST GROVE SD 15,4105160,2018-2019,2018,6108,87767000,27619000,53643000,6505000,14481,4557,8851,1073,47293000,Regular local school district,"Suburb, large",38639,7158,889,0.12419670298966191,1,2014,0
FOREST GROVE SD 15,4105160,2017-2018,2017,6119,83627000,24233000,52859000,6535000,13667,3960,8639,1068,45393000,Regular local school district,"Suburb, large",38074,7155,819,0.11446540880503145,1,2014,0
FOREST GROVE SD 15,4105160,2016-2017,2016,6193,78143000,22446000,49154000,6543000,12618,3624,7937,1057,42408000,Regular local school district,"Suburb, large",37665,7128,981,0.13762626262626262,1,2014,0
FOREST GROVE SD 15,4105160,2015-2016,2015,6146,77082000,21275000,47937000,7870000,12542,3462,7800,1281,41054000,Regular local school district,"Suburb, large",37119,7157,1197,0.16724884728238087,1,2014,0
FOREST GROVE SD 15,4105160,2014-2015,2014,6191,73221000,20178000,45796000,7247000,11960,3296,7481,1184,39549000,Regular local school district,"Suburb, large",36282,7079,1363,0.19254131939539482,1,2014,0
FOREST GROVE SD 15,4105160,2013-2014,2013,6027,69176000,19377000,42371000,7428000,11478,3215,7030,1232,35616000,Regular local school district,"Suburb, large",35766,7047,1142,0.162054775081595,0,2014,0
FOREST GROVE SD 15,4105160,2012-2013,2012,6054,64264000,19246000,39048000,5970000,10615,3179,6450,986,32425000,Regular local school district,"Suburb, large",35295,7004,1796,0.2564249000571102,0,2014,0
FOREST GROVE SD 15,4105160,2011-2012,2011,6122,64040000,18744000,38846000,6450000,10461,3062,6345,1054,35043000,Regular local school district,"Suburb, large",34827,6949,1944,0.27975248237156425,0,2014,0
FOREST GROVE SD 15,4105160,2010-2011,2010,6226,65825000,19408000,37608000,8809000,10573,3117,6040,1415,35392000,Regular local school district,"Suburb, large",34262,6928,1383,0.19962471131639722,0,2014,0
FOSSIL SD 21J,4105250,2021-2022,2021,1436,15378000,886000,13637000,855000,10709,617,9497,595,12059000,Charter agency,"Rural, remote",658,67,21,0.31343283582089554,0,NA,0
FOSSIL SD 21J,4105250,2020-2021,2020,1317,13843000,1202000,12256000,385000,10511,913,9306,292,11016000,Charter agency,"Rural, remote",645,75,18,0.24,0,NA,0
FOSSIL SD 21J,4105250,2019-2020,2019,1021,10075000,854000,8938000,283000,9868,836,8754,277,8348000,Charter agency,"Rural, remote",622,74,25,0.33783783783783783,0,NA,0
FOSSIL SD 21J,4105250,2018-2019,2018,755,7171000,776000,6127000,268000,9498,1028,8115,355,5677000,Charter agency,"Rural, remote",651,76,23,0.3026315789473684,0,NA,0
FOSSIL SD 21J,4105250,2017-2018,2017,612,6065000,709000,5120000,236000,9910,1158,8366,386,4595000,Charter agency,"Rural, remote",650,76,27,0.35526315789473684,0,NA,0
FOSSIL SD 21J,4105250,2016-2017,2016,445,3926000,614000,3182000,130000,8822,1380,7151,292,2370000,Charter agency,"Rural, remote",643,78,28,0.358974358974359,0,NA,0
FOSSIL SD 21J,4105250,2015-2016,2015,423,3995000,647000,3152000,196000,9444,1530,7452,463,2028000,Charter agency,"Rural, remote",651,79,33,0.4177215189873418,0,NA,0
FOSSIL SD 21J,4105250,2014-2015,2014,264,2774000,627000,1968000,179000,10508,2375,7455,678,1458000,Charter agency,"Rural, remote",661,86,30,0.3488372093023256,0,NA,0
FOSSIL SD 21J,4105250,2013-2014,2013,224,2467000,651000,1753000,63000,11013,2906,7826,281,1359000,Charter agency,"Rural, remote",663,98,38,0.3877551020408163,0,NA,0
FOSSIL SD 21J,4105250,2012-2013,2012,217,2201000,582000,1556000,63000,10143,2682,7171,290,1217000,Charter agency,"Rural, remote",684,101,38,0.37623762376237624,0,NA,0
FOSSIL SD 21J,4105250,2011-2012,2011,155,1990000,750000,1175000,65000,12839,4839,7581,419,1140000,Charter agency,"Rural, remote",686,102,35,0.3431372549019608,0,NA,0
FOSSIL SD 21J,4105250,2010-2011,2010,110,2257000,617000,1422000,218000,20518,5609,12927,1982,958000,Charter agency,"Rural, remote",698,111,45,0.40540540540540543,0,NA,0
FRENCHGLEN SD 16,4105310,2021-2022,2021,7,473000,28000,384000,61000,67571,4000,54857,8714,175000,Regular local school district,"Rural, remote",76,9,1,0.1111111111111111,0,NA,0
FRENCHGLEN SD 16,4105310,2020-2021,2020,9,670000,21000,596000,53000,74444,2333,66222,5889,155000,Regular local school district,"Rural, remote",81,13,2,0.15384615384615385,0,NA,0
FRENCHGLEN SD 16,4105310,2019-2020,2019,3,531000,41000,455000,35000,177000,13667,151667,11667,138000,Regular local school district,"Rural, remote",82,13,4,0.3076923076923077,0,NA,0
FRENCHGLEN SD 16,4105310,2018-2019,2018,435,4122000,150000,3796000,176000,9476,345,8726,405,128000,Regular local school district,"Rural, remote",81,13,3,0.23076923076923078,0,NA,0
FRENCHGLEN SD 16,4105310,2017-2018,2017,253,2472000,37000,2278000,157000,9771,146,9004,621,123000,Regular local school district,"Rural, remote",81,13,4,0.3076923076923077,0,NA,0
FRENCHGLEN SD 16,4105310,2016-2017,2016,248,2330000,26000,2277000,27000,9395,105,9181,109,195000,Regular local school district,"Rural, remote",81,13,3,0.23076923076923078,0,NA,0
FRENCHGLEN SD 16,4105310,2015-2016,2015,130,1343000,19000,1222000,102000,10331,146,9400,785,181000,Regular local school district,"Rural, remote",80,13,3,0.23076923076923078,0,NA,0
FRENCHGLEN SD 16,4105310,2014-2015,2014,129,1292000,53000,1152000,87000,10016,411,8930,674,182000,Regular local school district,"Rural, remote",79,13,3,0.23076923076923078,0,NA,0
FRENCHGLEN SD 16,4105310,2013-2014,2013,NA,745000,25000,655000,65000,10493,352,9225,915,186000,Regular local school district,"Town, remote",79,13,3,0.23076923076923078,0,NA,0
FRENCHGLEN SD 16,4105310,2012-2013,2012,8,277000,39000,196000,42000,34625,4875,24500,5250,185000,Regular local school district,"Rural, remote",80,14,3,0.21428571428571427,0,NA,0
FRENCHGLEN SD 16,4105310,2011-2012,2011,8,233000,22000,198000,13000,29125,2750,24750,1625,151000,Regular local school district,"Rural, remote",81,15,3,0.2,0,NA,0
FRENCHGLEN SD 16,4105310,2010-2011,2010,12,276000,13000,215000,48000,23000,1083,17917,4000,148000,Regular local school district,"Rural, remote",82,15,4,0.26666666666666666,0,NA,0
GASTON SD 511J,4105430,2021-2022,2021,491,8687000,2261000,5595000,831000,17692,4605,11395,1692,4175000,Regular local school district,"Rural, fringe",3151,528,66,0.125,0,NA,0
GASTON SD 511J,4105430,2020-2021,2020,515,8100000,2219000,5232000,649000,15728,4309,10159,1260,3802000,Regular local school district,"Rural, fringe",3309,530,44,0.0830188679245283,0,NA,0
GASTON SD 511J,4105430,2019-2020,2019,552,8155000,2308000,5465000,382000,14774,4181,9900,692,4191000,Regular local school district,"Rural, fringe",3296,532,52,0.09774436090225563,0,NA,0
GASTON SD 511J,4105430,2018-2019,2018,574,7906000,2380000,5193000,333000,13774,4146,9047,580,3944000,Regular local school district,"Rural, fringe",3278,535,48,0.08971962616822429,0,NA,0
GASTON SD 511J,4105430,2017-2018,2017,558,11423000,2390000,8731000,302000,20471,4283,15647,541,3867000,Regular local school district,"Rural, fringe",3231,535,69,0.12897196261682242,0,NA,0
GASTON SD 511J,4105430,2016-2017,2016,567,8920000,2313000,6273000,334000,15732,4079,11063,589,3658000,Regular local school district,"Rural, fringe",3205,534,70,0.13108614232209737,0,NA,0
GASTON SD 511J,4105430,2015-2016,2015,619,6139000,1393000,4394000,352000,9918,2250,7099,569,3622000,Regular local school district,"Rural, fringe",3154,535,67,0.1252336448598131,0,NA,0
GASTON SD 511J,4105430,2014-2015,2014,566,6358000,1391000,4635000,332000,11233,2458,8189,587,3562000,Regular local school district,"Rural, fringe",3102,534,83,0.15543071161048688,0,NA,0
GASTON SD 511J,4105430,2013-2014,2013,553,6424000,1509000,4563000,352000,11617,2729,8251,637,3105000,Regular local school district,"Rural, fringe",3060,532,93,0.17481203007518797,0,NA,0
GASTON SD 511J,4105430,2012-2013,2012,485,4909000,1424000,3072000,413000,10122,2936,6334,852,2934000,Regular local school district,"Rural, fringe",3025,532,74,0.13909774436090225,0,NA,0
GASTON SD 511J,4105430,2011-2012,2011,469,4829000,1472000,2998000,359000,10296,3139,6392,765,2768000,Regular local school district,"Rural, fringe",2991,528,82,0.1553030303030303,0,NA,0
GASTON SD 511J,4105430,2010-2011,2010,466,4850000,1355000,2867000,628000,10408,2908,6152,1348,2839000,Regular local school district,"Rural, fringe",2949,528,69,0.13068181818181818,0,NA,0
GERVAIS SD 1,4100015,2021-2022,2021,1333,22102000,3596000,15350000,3156000,16581,2698,11515,2368,9509000,Regular local school district,"Town, fringe",6676,1387,168,0.12112472963229992,0,2014,1
GERVAIS SD 1,4100015,2020-2021,2020,1507,22073000,3172000,15525000,3376000,14647,2105,10302,2240,7396000,Regular local school district,"Town, fringe",7079,1464,184,0.12568306010928962,1,2014,1
GERVAIS SD 1,4100015,2019-2020,2019,1380,18814000,3862000,13228000,1724000,13633,2799,9586,1249,7719000,Regular local school district,"Town, fringe",7051,1464,129,0.08811475409836066,1,2014,1
GERVAIS SD 1,4100015,2018-2019,2018,1291,15936000,3314000,11206000,1416000,12479,2595,8775,1109,7122000,Regular local school district,"Town, fringe",7037,1468,205,0.1396457765667575,1,2014,1
GERVAIS SD 1,4100015,2017-2018,2017,1144,15232000,3552000,10166000,1514000,13315,3105,8886,1323,6895000,Regular local school district,"Town, fringe",6923,1465,229,0.15631399317406144,1,2014,1
GERVAIS SD 1,4100015,2016-2017,2016,996,12804000,3077000,8313000,1414000,12855,3089,8346,1420,7039000,Regular local school district,"Town, fringe",6823,1452,212,0.14600550964187328,1,2014,1
GERVAIS SD 1,4100015,2015-2016,2015,1067,14835000,4847000,8453000,1535000,13903,4543,7922,1439,7004000,Regular local school district,"Town, fringe",6709,1443,276,0.19126819126819128,1,2014,1
GERVAIS SD 1,4100015,2014-2015,2014,1075,12698000,2968000,8314000,1416000,12002,2805,7858,1338,6858000,Regular local school district,"Town, fringe",6616,1436,309,0.21518105849582173,1,2014,1
GERVAIS SD 1,4100015,2013-2014,2013,1071,12581000,2978000,8106000,1497000,11747,2781,7569,1398,6944000,Regular local school district,"Town, fringe",6565,1429,329,0.23023093072078377,0,2014,1
GERVAIS SD 1,4100015,2012-2013,2012,1082,11921000,2722000,7377000,1822000,11018,2516,6818,1684,6803000,Regular local school district,"Town, fringe",6491,1428,326,0.22829131652661064,0,2014,1
GERVAIS SD 1,4100015,2011-2012,2011,1102,12887000,2617000,7992000,2278000,11694,2375,7252,2067,7016000,Regular local school district,"Town, fringe",6469,1426,341,0.2391304347826087,0,2014,1
GERVAIS SD 1,4100015,2010-2011,2010,1129,12113000,2494000,7315000,2304000,10729,2209,6479,2041,7247000,Regular local school district,"Town, fringe",6412,1412,271,0.19192634560906516,0,2014,1
GLADSTONE SD 115,4105610,2021-2022,2021,1748,33655000,11567000,18404000,3684000,19253,6617,10529,2108,15183000,Regular local school district,"Suburb, large",11591,1716,194,0.11305361305361306,0,NA,0
GLADSTONE SD 115,4105610,2020-2021,2020,1813,29637000,9828000,17547000,2262000,16347,5421,9678,1248,13012000,Regular local school district,"Suburb, large",12336,1942,156,0.08032955715756952,0,NA,0
GLADSTONE SD 115,4105610,2019-2020,2019,1944,28521000,10743000,16581000,1197000,14671,5526,8529,616,12679000,Regular local school district,"Suburb, large",12237,1925,242,0.12571428571428572,0,NA,0
GLADSTONE SD 115,4105610,2018-2019,2018,2015,28980000,11125000,16441000,1414000,14382,5521,8159,702,12449000,Regular local school district,"Suburb, large",12185,1937,293,0.15126484254001032,0,NA,0
GLADSTONE SD 115,4105610,2017-2018,2017,2074,27831000,10269000,16367000,1195000,13419,4951,7892,576,12146000,Regular local school district,"Suburb, large",12085,1937,249,0.12854930304594733,0,NA,0
GLADSTONE SD 115,4105610,2016-2017,2016,2105,26066000,9849000,14814000,1403000,12383,4679,7038,667,11920000,Regular local school district,"Suburb, large",11950,1919,295,0.15372589890568003,0,NA,0
GLADSTONE SD 115,4105610,2015-2016,2015,2190,26570000,9764000,15389000,1417000,12132,4458,7027,647,11167000,Regular local school district,"Suburb, large",11758,1940,215,0.11082474226804123,0,NA,0
GLADSTONE SD 115,4105610,2014-2015,2014,2217,25297000,9437000,14330000,1530000,11416,4259,6467,690,11034000,Regular local school district,"Suburb, large",11578,1932,304,0.15734989648033126,0,NA,0
GLADSTONE SD 115,4105610,2013-2014,2013,2168,23720000,8823000,13596000,1301000,10941,4070,6271,600,10385000,Regular local school district,"Suburb, large",11382,1928,219,0.11358921161825726,0,NA,0
GLADSTONE SD 115,4105610,2012-2013,2012,2145,21959000,8499000,12012000,1448000,10237,3962,5600,675,9690000,Regular local school district,"Suburb, large",11253,1923,306,0.15912636505460218,0,NA,0
GLADSTONE SD 115,4105610,2011-2012,2011,2133,21989000,8603000,12045000,1341000,10309,4033,5647,629,9900000,Regular local school district,"Suburb, large",11146,1934,498,0.25749741468459153,0,NA,0
GLADSTONE SD 115,4105610,2010-2011,2010,2096,21859000,8945000,10647000,2267000,10429,4268,5080,1082,10277000,Regular local school district,"Suburb, large",11048,1960,417,0.21275510204081632,0,NA,0
GLENDALE SD 77,4105640,2021-2022,2021,280,6780000,1318000,4045000,1417000,24214,4707,14446,5061,2610000,Regular local school district,"Rural, distant",2893,403,125,0.31017369727047145,0,2014,1
GLENDALE SD 77,4105640,2020-2021,2020,280,5503000,1245000,3394000,864000,19654,4446,12121,3086,1711000,Regular local school district,"Rural, distant",3080,437,92,0.21052631578947367,1,2014,1
GLENDALE SD 77,4105640,2019-2020,2019,299,5383000,1302000,3548000,533000,18003,4355,11866,1783,1843000,Regular local school district,"Rural, distant",3069,434,104,0.23963133640552994,1,2014,1
GLENDALE SD 77,4105640,2018-2019,2018,300,5012000,1495000,3065000,452000,16707,4983,10217,1507,1709000,Regular local school district,"Rural, distant",3053,431,72,0.16705336426914152,1,2014,1
GLENDALE SD 77,4105640,2017-2018,2017,291,4629000,1233000,2847000,549000,15907,4237,9784,1887,1492000,Regular local school district,"Rural, distant",3029,427,66,0.15456674473067916,1,2014,1
GLENDALE SD 77,4105640,2016-2017,2016,277,4467000,1638000,2486000,343000,16126,5913,8975,1238,1193000,Regular local school district,"Rural, distant",3003,421,61,0.14489311163895488,1,2014,1
GLENDALE SD 77,4105640,2015-2016,2015,308,4252000,1376000,2467000,409000,13805,4468,8010,1328,1248000,Regular local school district,"Rural, distant",2981,427,97,0.22716627634660422,1,2014,1
GLENDALE SD 77,4105640,2014-2015,2014,343,5047000,1559000,3047000,441000,14714,4545,8883,1286,1300000,Regular local school district,"Rural, distant",2962,426,131,0.3075117370892019,1,2014,1
GLENDALE SD 77,4105640,2013-2014,2013,310,5431000,1370000,3587000,474000,17519,4419,11571,1529,1355000,Regular local school district,"Rural, distant",2961,427,108,0.2529274004683841,0,2014,1
GLENDALE SD 77,4105640,2012-2013,2012,328,4060000,1111000,2402000,547000,12378,3387,7323,1668,2098000,Regular local school district,"Rural, distant",2967,435,114,0.2620689655172414,0,2014,1
GLENDALE SD 77,4105640,2011-2012,2011,357,4289000,1157000,2674000,458000,12014,3241,7490,1283,1970000,Regular local school district,"Rural, remote",2976,441,103,0.23356009070294784,0,2014,1
GLENDALE SD 77,4105640,2010-2011,2010,376,4502000,1163000,2591000,748000,11973,3093,6891,1989,2197000,Regular local school district,"Rural, remote",2980,454,95,0.2092511013215859,0,2014,1
GLIDE SD 12,4105670,2021-2022,2021,675,12368000,5894000,5220000,1254000,18323,8732,7733,1858,6084000,Regular local school district,"Rural, remote",5923,860,125,0.14534883720930233,0,NA,0
GLIDE SD 12,4105670,2020-2021,2020,692,12180000,5823000,5163000,1194000,17601,8415,7461,1725,5594000,Regular local school district,"Rural, remote",5943,723,121,0.1673582295988935,0,NA,0
GLIDE SD 12,4105670,2019-2020,2019,767,11122000,5460000,4821000,841000,14501,7119,6286,1096,5518000,Regular local school district,"Rural, remote",5923,716,149,0.20810055865921787,0,NA,0
GLIDE SD 12,4105670,2018-2019,2018,744,10291000,5286000,4131000,874000,13832,7105,5552,1175,5222000,Regular local school district,"Rural, remote",5882,711,153,0.21518987341772153,0,NA,0
GLIDE SD 12,4105670,2017-2018,2017,747,10687000,5143000,4659000,885000,14307,6885,6237,1185,4825000,Regular local school district,"Rural, remote",5833,703,167,0.2375533428165007,0,NA,0
GLIDE SD 12,4105670,2016-2017,2016,712,9246000,4949000,3593000,704000,12986,6951,5046,989,4486000,Regular local school district,"Rural, remote",5783,694,177,0.25504322766570603,0,NA,0
GLIDE SD 12,4105670,2015-2016,2015,706,9164000,4849000,3433000,882000,12980,6868,4863,1249,4206000,Regular local school district,"Rural, remote",5742,703,216,0.30725462304409673,0,NA,0
GLIDE SD 12,4105670,2014-2015,2014,671,8338000,4765000,2734000,839000,12426,7101,4075,1250,4078000,Regular local school district,"Rural, remote",5704,702,180,0.2564102564102564,0,NA,0
GLIDE SD 12,4105670,2013-2014,2013,646,7268000,4619000,1954000,695000,11251,7150,3025,1076,3829000,Regular local school district,"Rural, remote",5702,704,166,0.23579545454545456,0,NA,0
GLIDE SD 12,4105670,2012-2013,2012,638,7572000,4706000,2035000,831000,11868,7376,3190,1303,3828000,Regular local school district,"Rural, distant",5714,717,225,0.3138075313807531,0,NA,0
GLIDE SD 12,4105670,2011-2012,2011,660,7148000,4091000,2344000,713000,10830,6198,3552,1080,3684000,Regular local school district,"Rural, distant",5732,727,164,0.22558459422283356,0,NA,0
GLIDE SD 12,4105670,2010-2011,2010,670,7455000,3832000,2538000,1085000,11127,5719,3788,1619,3893000,Regular local school district,"Rural, distant",5739,747,187,0.250334672021419,0,NA,0
GRANTS PASS SD 7,4105910,2021-2022,2021,5604,83498000,20499000,52079000,10920000,14900,3658,9293,1949,50067000,Regular local school district,"City, small",39469,6542,1177,0.17991439926627942,0,2014,0
